,Credit Amount,gender,Education level,Marital Status,Age,Y,totall bill statement,total amount paid,avg repayment
14580,140000,2,2,1,34,0,113904,9800,0.0
14581,130000,2,3,1,48,0,267372,20000,0.0
14582,130000,2,1,2,47,1,126994,6976,2.0
14583,200000,1,2,1,30,0,555729,76611,0.0
14584,60000,2,3,1,43,1,5695,14992,-0.0
14585,20000,1,1,2,25,0,11647,9569,-0.0
14586,110000,2,1,2,32,1,0,0,-2.0
14587,320000,2,1,2,27,1,1138,638,0.0
14588,130000,1,3,3,40,0,521522,22284,0.0
14589,280000,1,1,1,50,0,1429108,9024,3.0
14590,290000,1,1,2,34,0,7076,10692,-1.0
14591,30000,2,3,1,28,0,94794,5201,0.0
14592,80000,1,2,2,28,0,63700,12300,-1.0
14593,70000,2,1,2,24,0,52573,10484,0.0
14594,80000,2,3,1,44,0,479479,19426,0.0
14595,200000,2,1,1,33,0,16570,8928,-1.0
14596,50000,1,2,1,28,0,349183,27100,0.0
14597,120000,1,2,2,28,0,235375,9245,0.0
14598,80000,1,1,2,29,0,342496,23300,0.0
14599,200000,2,2,1,35,1,340344,17000,0.0
14600,90000,2,2,1,34,0,17014,25099,-2.0
14601,30000,2,2,1,38,0,179565,6583,1.0
14602,30000,2,3,1,29,0,58571,35327,-0.0
14603,50000,2,3,2,23,0,187244,5777,0.0
14604,150000,1,2,2,31,0,709535,22131,0.0
14605,280000,2,2,1,42,0,1233022,51482,-0.0
14606,10000,1,3,2,25,0,63367,5759,0.0
14607,160000,2,2,1,35,0,729141,78439,0.0
14608,160000,2,2,1,30,0,51400,0,-1.0
14609,390000,1,1,1,46,0,173435,169990,-1.0
14610,50000,1,2,2,22,1,144057,6193,0.0
14611,50000,1,2,2,26,0,52504,35276,-1.0
14612,150000,1,2,2,28,0,472877,17278,0.0
14613,50000,1,3,2,23,0,138131,6350,0.0
14614,190000,2,1,2,39,0,500793,21053,0.0
14615,10000,1,3,2,29,1,852,0,5.0
14616,210000,2,1,2,37,0,597816,199872,-0.0
14617,230000,1,1,2,32,0,4410,3675,-2.0
14618,150000,2,1,1,52,0,142058,165001,-0.0
14619,230000,2,1,1,34,0,49319,33308,-0.0
14620,80000,2,1,2,28,0,20433,3500,1.0
14621,160000,2,5,2,31,0,54986,35911,-1.0
14622,500000,2,1,2,27,0,160371,128886,-1.0
14623,180000,2,1,2,34,0,218118,13600,0.0
14624,30000,2,2,2,23,1,173771,6000,2.0
14625,130000,2,1,1,47,0,493773,20200,0.0
14626,10000,2,3,1,46,0,13984,3414,-1.0
14627,20000,2,2,1,45,0,2750,2754,-1.0
14628,30000,1,3,2,27,0,141679,42557,-0.0
14629,30000,1,2,2,38,1,152274,16089,0.0
14630,320000,2,1,1,39,0,652845,38000,0.0
14631,10000,1,2,2,23,1,59342,3100,2.0
14632,350000,2,0,2,53,0,100993,97476,-1.0
14633,20000,1,3,2,35,0,114403,7971,0.0
14634,50000,1,2,2,25,0,309412,6234,2.0
14635,310000,1,1,2,28,0,816333,27780,0.0
14636,80000,1,2,2,34,0,338862,14900,0.0
14637,170000,1,1,2,43,0,52954,51514,-1.0
14638,10000,2,3,3,52,1,48338,9002,1.0
14639,30000,1,3,2,41,0,0,0,-2.0
14640,170000,2,3,2,46,0,9624,7828,-1.0
14641,230000,2,1,1,32,0,2728,2028,-2.0
14642,50000,2,2,2,23,0,59863,4681,0.0
14643,300000,2,1,1,52,0,0,0,-2.0
14644,210000,1,2,1,37,0,450,550,-1.0
14645,20000,2,3,1,36,0,121422,6110,0.0
14646,20000,2,2,1,32,0,33625,9500,-1.0
14647,20000,2,2,2,25,0,108081,5026,1.0
14648,80000,1,1,2,29,0,156507,11734,0.0
14649,30000,2,2,3,22,0,81969,28318,-0.0
14650,200000,1,1,2,33,1,1021606,46700,2.0
14651,210000,1,1,2,31,0,6015,24369,-0.0
14652,330000,2,1,1,42,0,22950,22054,-1.0
14653,30000,1,2,2,25,1,93238,4500,2.0
14654,280000,1,1,1,39,0,32870,166549,-1.0
14655,300000,1,1,1,37,0,1943,0,-2.0
14656,10000,1,3,1,42,0,46524,14001,0.0
14657,50000,2,2,2,24,0,118948,7100,0.0
14658,280000,1,2,1,49,0,2100,2490,-1.0
14659,20000,1,2,1,51,0,98495,11762,0.0
14660,130000,1,2,2,32,0,8976,8976,-1.0
14661,20000,1,2,2,25,0,103310,5135,0.0
14662,120000,2,2,2,26,0,22164,20270,-1.0
14663,400000,2,1,2,33,0,120972,158540,-1.0
14664,300000,2,2,2,39,0,15736,10440,-1.0
14665,30000,2,2,2,23,0,89482,7200,0.0
14666,20000,1,2,1,47,1,86440,19511,0.0
14667,320000,2,2,1,43,0,173240,158096,-1.0
14668,80000,1,2,1,57,0,342744,13209,0.0
14669,160000,1,3,1,59,0,900,2950,-2.0
14670,80000,2,3,2,50,0,283535,10324,0.0
14671,280000,2,3,2,47,0,150950,132230,-1.0
14672,210000,2,1,2,28,1,0,0,-2.0
14673,250000,2,1,2,27,0,18889,12579,-1.0
14674,120000,2,1,2,27,0,34291,24623,-0.0
14675,20000,2,2,2,27,0,106230,6231,0.0
14676,200000,2,2,2,35,0,203086,9556,0.0
14677,100000,1,1,1,45,0,270578,12316,0.0
14678,80000,2,2,1,53,0,232304,10370,0.0
14679,450000,2,1,2,39,0,13892,16031,-1.0
14680,200000,2,1,1,38,0,40743,42336,-1.0
14681,50000,2,2,2,28,0,142134,5900,-0.0
14682,500000,2,2,2,31,0,360076,57844,0.0
14683,50000,1,1,2,25,0,286114,11513,1.0
14684,450000,2,1,1,29,0,108642,7000,0.0
14685,130000,2,1,2,30,0,2886,5742,-1.0
14686,220000,2,1,2,29,0,4690,22655,-2.0
14687,210000,2,2,1,38,0,11213,10823,-2.0
14688,50000,1,1,2,57,0,212020,6275,0.0
14689,260000,1,2,2,31,0,632489,199256,-0.0
14690,70000,2,2,2,26,0,165136,14513,0.0
14691,50000,1,2,1,37,1,200780,8000,0.0
14692,20000,1,2,2,28,1,82044,5200,2.0
14693,170000,1,2,1,34,1,442715,10857,2.0
14694,100000,2,2,2,34,0,602283,23359,0.0
14695,200000,2,2,2,30,1,95217,57751,-1.0
14696,30000,2,3,1,59,1,175347,5222,2.0
14697,300000,2,1,2,39,0,572142,25700,0.0
14698,360000,2,2,2,28,1,5000,0,0.0
14699,140000,1,1,2,33,0,437496,77670,0.0
14700,360000,2,2,2,28,0,6353,6634,-1.0
14701,150000,2,2,1,43,0,114407,62964,-0.0
14702,280000,1,2,1,37,0,811123,125928,-0.0
14703,230000,2,2,1,46,0,10101,8658,-1.0
14704,80000,2,3,1,46,0,258394,10403,0.0
14705,50000,1,1,2,32,0,59763,29204,-0.0
14706,180000,1,1,2,30,1,1186,1186,-1.0
14707,100000,1,2,2,34,1,218894,12900,2.0
14708,30000,1,1,2,30,1,136983,5600,1.0
14709,80000,1,1,1,37,0,359760,14600,2.0
14710,500000,2,1,1,39,0,275198,282533,-1.0
14711,150000,2,2,2,33,0,10479,3678,-2.0
14712,50000,2,2,2,22,0,55704,3300,1.0
14713,260000,2,1,1,42,0,158290,177294,-2.0
14714,410000,2,2,1,35,0,50054,59341,-1.0
14715,50000,2,3,1,33,0,216077,8402,0.0
14716,100000,2,2,1,39,0,427994,13929,0.0
14717,90000,2,3,1,37,0,392112,14351,0.0
14718,50000,1,1,2,32,0,118961,8928,1.0
14719,200000,2,2,1,51,0,577175,21865,1.0
14720,240000,1,1,2,33,0,152121,166101,-1.0
14721,360000,1,1,2,29,1,47635,25447,-0.0
14722,170000,2,1,2,37,0,320525,277433,-1.0
14723,80000,2,3,1,30,1,262563,9100,2.0
14724,260000,1,3,1,49,0,41794,33787,-2.0
14725,70000,2,2,2,55,0,281701,10612,0.0
14726,30000,2,3,2,43,0,136515,5111,0.0
14727,290000,2,2,1,35,0,1505323,61520,0.0
14728,110000,2,2,1,46,1,665745,23970,0.0
14729,110000,1,2,1,30,1,388311,22700,2.0
14730,200000,1,2,1,40,0,249005,9522,0.0
14731,70000,2,3,2,22,0,225151,9066,0.0
14732,150000,2,2,2,29,0,428007,13091,0.0
14733,340000,2,2,2,43,0,677530,27944,0.0
14734,30000,2,2,2,25,1,86050,4993,0.0
14735,200000,1,1,1,40,0,2920,2880,-1.0
14736,400000,2,2,2,44,0,145331,141048,-1.0
14737,110000,2,2,1,41,0,243797,9268,0.0
14738,420000,1,2,1,36,0,219438,85018,0.0
14739,150000,2,5,1,45,0,1142572,380131,0.0
14740,290000,2,1,1,36,0,483715,18500,0.0
14741,160000,1,1,1,58,0,4816,4816,-1.0
14742,50000,1,3,2,31,1,40646,1000,-2.0
14743,150000,1,1,2,25,0,597464,35050,0.0
14744,500000,2,1,2,29,0,396906,287294,-0.0
14745,140000,2,2,2,26,0,341339,24900,0.0
14746,200000,1,1,1,44,0,18743,17164,-1.0
14747,230000,1,1,1,46,1,8186,3334,-0.0
14748,60000,2,2,2,26,0,224515,8661,0.0
14749,150000,1,2,1,38,0,26705,37063,-1.0
14750,340000,2,1,2,29,0,88023,63043,-0.0
14751,140000,1,1,2,30,0,21153,10553,-1.0
14752,20000,2,1,1,41,0,20930,3067,1.0
14753,200000,2,1,2,26,0,452872,104387,-0.0
14754,20000,1,3,1,44,0,6292,2600,-1.0
14755,300000,2,1,1,29,0,410645,13600,0.0
14756,200000,2,1,1,64,1,78864,84590,-1.0
14757,180000,1,1,2,28,0,1070349,56250,0.0
14758,30000,2,3,1,24,0,174956,9279,0.0
14759,350000,1,1,1,62,0,433859,433076,-1.0
14760,160000,1,1,2,28,0,7346,4634,-1.0
14761,20000,2,3,1,42,1,115056,6536,1.0
14762,130000,1,1,2,28,0,3000,4000,-1.0
14763,180000,2,1,1,43,0,841741,31679,0.0
14764,220000,2,2,1,36,1,1144259,53100,1.0
14765,120000,2,2,2,25,0,286846,11500,0.0
14766,500000,2,2,1,33,0,178321,50370,-0.0
14767,150000,2,1,2,29,1,8719,6229,-2.0
14768,180000,1,1,2,29,0,28364,11551,-1.0
14769,440000,1,1,2,30,0,1077393,30635,-2.0
14770,190000,2,2,1,35,0,1132734,43999,0.0
14771,160000,2,2,1,40,1,30611,50083,-2.0
14772,20000,1,2,1,37,0,20914,9269,-0.0
14773,30000,1,3,1,44,0,74789,6800,0.0
14774,420000,1,1,1,32,0,85209,78100,-1.0
14775,370000,2,1,2,28,0,440144,17446,0.0
14776,60000,1,2,2,35,0,296402,66221,0.0
14777,180000,1,2,2,43,0,495651,34716,0.0
14778,90000,2,3,2,25,0,68041,13940,0.0
14779,250000,2,2,2,24,1,339273,17289,0.0
14780,30000,2,1,2,25,1,99004,3506,-0.0
14781,140000,1,1,1,41,0,27526,23003,-1.0
14782,180000,2,1,2,26,0,301556,12100,0.0
14783,70000,2,1,2,30,0,85453,5200,0.0
14784,320000,2,2,2,36,1,84360,47435,-2.0
14785,150000,1,1,2,28,0,201304,75696,-1.0
14786,20000,1,2,2,29,1,24450,4414,-0.0
14787,30000,1,1,2,25,1,128802,8103,0.0
14788,500000,1,1,2,31,0,858246,241095,-0.0
14789,30000,2,2,2,22,0,88493,30187,1.0
14790,50000,1,2,3,41,0,36848,14341,-0.0
14791,20000,1,3,1,44,0,46914,4396,0.0
14792,10000,2,3,1,51,1,-2994,3336,-0.0
14793,500000,2,3,1,45,0,2531,2478,-2.0
14794,20000,1,1,2,25,1,65134,33250,3.0
14795,200000,2,1,1,28,0,294951,23000,0.0
14796,10000,1,2,1,31,0,52556,8042,0.0
14797,50000,2,3,1,43,1,273275,10123,2.0
14798,320000,2,2,1,35,0,726661,42140,-0.0
14799,50000,1,2,1,41,0,68729,21407,-1.0
14800,30000,2,1,1,41,0,27921,6800,-0.0
14801,110000,1,3,2,36,1,3769,1260,-2.0
14802,50000,2,1,1,35,0,622,678,-0.0
14803,140000,2,1,2,29,0,670936,24012,0.0
14804,90000,2,1,1,44,0,539,0,-2.0
14805,60000,1,2,1,49,1,248230,35810,0.0
14806,20000,1,2,2,24,0,107487,6400,2.0
14807,340000,2,1,1,62,0,2970723,116358,0.0
14808,30000,1,2,2,29,0,172739,4105,1.0
14809,170000,1,1,1,35,1,3254,3299,-1.0
14810,130000,1,1,1,45,1,347367,17200,1.0
14811,250000,2,2,1,44,0,57266,12000,1.0
14812,200000,2,2,1,36,0,53142,60749,-1.0
14813,10000,2,2,1,49,1,29361,3615,0.0
14814,180000,2,2,2,29,0,15406,1030,-1.0
14815,230000,2,1,2,29,0,20003,16037,-1.0
14816,200000,2,3,1,45,0,53461,43323,-1.0
14817,90000,2,3,2,33,0,398422,37901,-0.0
14818,130000,1,3,2,28,0,5622,3405,-1.0
14819,230000,1,1,2,26,0,30325,33850,-1.0
14820,320000,1,2,2,36,0,1676631,60617,0.0
14821,30000,1,3,2,34,1,169569,9252,1.0
14822,80000,2,2,2,25,0,88416,8457,-0.0
14823,80000,2,1,1,35,1,2197,1647,-1.0
14824,260000,2,2,1,45,0,36771,34637,-1.0
14825,20000,1,3,2,26,1,86071,9500,0.0
14826,200000,2,2,1,34,1,7704,6114,-1.0
14827,80000,2,2,2,23,0,190631,10708,0.0
14828,100000,2,1,2,42,0,255622,26556,-0.0
14829,150000,2,5,1,35,0,211898,7752,0.0
14830,80000,2,1,2,27,0,406200,16274,0.0
14831,20000,2,2,2,48,0,31253,10173,0.0
14832,200000,2,2,1,26,0,53643,16116,-0.0
14833,120000,2,2,1,41,1,257855,16000,1.0
14834,30000,1,3,2,50,1,211424,38397,0.0
14835,200000,1,1,2,37,0,792943,80390,0.0
14836,80000,2,3,2,38,0,389137,13328,0.0
14837,280000,2,1,1,46,1,16571,5645,-1.0
14838,500000,1,1,2,40,0,1831122,72136,0.0
14839,120000,2,1,1,37,0,5041,4536,-1.0
14840,220000,2,2,1,41,0,16994,11254,-1.0
14841,360000,1,2,1,34,0,15502,4749,0.0
14842,210000,2,1,1,35,0,286072,6500,-1.0
14843,160000,2,1,1,28,1,11528,0,1.0
14844,100000,2,1,2,29,1,0,0,-2.0
14845,400000,2,1,2,31,0,163942,252117,-1.0
14846,110000,2,2,1,46,0,389312,14568,0.0
14847,360000,1,1,1,37,1,0,0,-2.0
14848,500000,2,2,1,48,0,710714,185821,0.0
14849,130000,1,2,2,27,0,659194,26793,0.0
14850,60000,2,1,2,26,0,36614,19072,-2.0
14851,240000,1,1,1,39,0,68228,39079,-1.0
14852,100000,2,2,1,40,0,14495,17367,-2.0
14853,150000,2,2,1,38,0,93115,61609,-1.0
14854,290000,1,2,1,39,0,1332049,54175,0.0
14855,50000,1,2,2,43,0,37662,3505,-1.0
14856,30000,2,2,2,46,0,138163,45287,0.0
14857,210000,2,2,1,35,0,9204,9391,-1.0
14858,100000,2,1,2,30,0,139755,65097,-0.0
14859,30000,2,3,2,40,0,2430,1950,-0.0
14860,30000,2,3,2,34,0,41100,32133,-1.0
14861,80000,2,3,1,34,0,467863,12200,2.0
14862,30000,2,2,2,24,1,15300,0,5.0
14863,70000,2,3,2,41,0,201187,9077,0.0
14864,470000,2,1,2,27,0,21660,19636,-1.0
14865,180000,2,1,1,39,1,0,0,-2.0
14866,20000,1,2,1,32,1,113620,4234,0.0
14867,420000,1,1,1,60,0,1202080,51285,0.0
14868,100000,2,2,2,29,1,588856,23000,1.0
14869,130000,2,3,1,53,0,138526,13671,0.0
14870,200000,1,1,1,34,0,5622,5232,-1.0
14871,150000,1,1,2,44,0,127873,152191,0.0
14872,410000,2,1,2,30,0,59879,49966,-0.0
14873,30000,1,1,1,40,1,2388,3332,-1.0
14874,20000,1,2,2,23,1,38257,1200,0.0
14875,130000,2,2,2,30,0,271337,6802,-1.0
14876,180000,2,1,2,28,0,1430,1430,-2.0
14877,120000,1,1,2,32,0,273990,13000,0.0
14878,190000,2,3,1,27,0,338100,128944,0.0
14879,30000,2,2,1,53,0,166596,7851,0.0
14880,170000,1,1,2,28,0,359332,12900,0.0
14881,120000,1,3,1,32,0,693183,28600,2.0
14882,50000,1,2,2,34,0,249747,37782,1.0
14883,100000,1,2,2,50,0,56477,47567,-0.0
14884,20000,2,2,2,26,1,78098,9000,2.0
14885,40000,1,1,2,25,1,4577,2543,-1.0
14886,300000,1,1,1,45,0,6705,5621,-1.0
14887,230000,2,3,1,37,0,2533,3033,-1.0
14888,280000,2,1,1,38,1,25417,16457,-0.0
14889,450000,2,1,3,37,0,0,0,-2.0
14890,260000,1,2,2,30,0,47330,11757,0.0
14891,50000,2,3,1,39,0,110102,15000,-1.0
14892,50000,2,2,1,29,1,14700,0,5.0
14893,240000,2,2,1,36,0,1161679,48733,0.0
14894,70000,2,2,1,32,0,145431,7300,2.0
14895,60000,2,2,2,30,0,302521,13141,0.0
14896,230000,2,2,1,31,0,690295,19223,0.0
14897,30000,1,1,2,27,0,169517,8400,0.0
14898,80000,2,3,1,29,1,472919,17566,0.0
14899,360000,2,2,1,40,0,0,0,-2.0
14900,200000,2,1,1,49,0,243024,51021,0.0
14901,150000,2,1,2,37,0,6382,4646,-0.0
14902,260000,2,1,1,42,0,2896,2843,-2.0
14903,180000,2,2,2,24,0,496005,24519,0.0
14904,220000,2,3,1,32,0,45907,39260,-0.0
14905,180000,2,1,2,40,0,324398,14132,0.0
14906,90000,2,6,3,46,0,179388,12684,0.0
14907,20000,1,2,2,24,0,99914,7066,0.0
14908,290000,2,2,2,31,0,1054269,44400,0.0
14909,210000,1,2,1,35,0,3564,2376,-0.0
14910,20000,1,1,2,31,0,118529,6208,0.0
14911,310000,2,1,2,27,0,578208,26670,0.0
14912,240000,1,2,1,42,0,212599,80546,-1.0
14913,330000,2,2,1,42,1,11919,16165,-0.0
14914,310000,2,2,2,29,1,125982,112425,-0.0
14915,30000,1,2,2,26,1,1200,0,2.0
14916,470000,1,1,1,37,0,876963,207170,0.0
14917,280000,2,1,1,56,0,481174,33000,0.0
14918,120000,2,1,1,34,0,0,0,-2.0
14919,240000,1,2,2,28,1,25881,23528,-1.0
14920,800000,1,2,1,53,0,140469,149028,-1.0
14921,320000,2,1,2,30,1,14621,12958,-1.0
14922,140000,2,1,1,34,0,562757,23135,0.0
14923,20000,1,2,2,25,0,59488,4600,1.0
14924,160000,2,2,2,43,0,695,695,-1.0
14925,280000,2,2,1,38,0,1326611,76000,0.0
14926,330000,2,2,2,33,0,897206,34300,0.0
14927,230000,2,1,1,24,0,132112,84294,-1.0
14928,50000,1,2,2,25,1,1950,0,-0.0
14929,210000,2,2,2,33,0,416225,116460,0.0
14930,170000,1,2,2,29,0,0,0,-2.0
14931,220000,1,1,2,47,0,1015931,39538,0.0
14932,90000,1,1,2,30,0,8124,8152,-1.0
14933,20000,1,2,1,26,0,71906,4903,2.0
14934,480000,2,2,1,31,0,133825,30799,0.0
14935,140000,1,1,1,36,0,261086,15101,0.0
14936,160000,1,1,1,41,0,299382,8769,-1.0
14937,80000,2,2,1,41,1,455584,18993,0.0
14938,100000,2,1,2,22,0,457316,18500,0.0
14939,310000,2,2,2,35,0,934794,29559,0.0
14940,200000,2,2,1,36,0,55729,65904,-1.0
14941,50000,1,2,1,55,0,158643,7451,0.0
14942,100000,2,2,1,39,1,474895,20100,1.0
14943,240000,2,1,2,26,0,967,967,-1.0
14944,30000,1,2,1,53,0,125448,14010,0.0
14945,180000,1,3,1,43,0,31139,39496,-1.0
14946,40000,2,1,2,24,1,240740,10100,0.0
14947,70000,2,2,1,31,0,415757,15782,0.0
14948,50000,2,2,2,22,0,169837,9594,0.0
14949,500000,1,2,2,30,0,174313,76289,0.0
14950,200000,2,1,2,33,0,1170,780,-1.0
14951,250000,1,1,1,51,1,14922,0,2.0
14952,50000,1,1,1,49,0,207155,14993,1.0
14953,180000,1,2,1,33,0,0,0,-2.0
14954,160000,2,1,1,42,0,16004,14651,-1.0
14955,20000,1,2,2,40,0,100133,6100,2.0
14956,50000,2,2,1,44,0,130961,5432,0.0
14957,20000,2,1,2,23,0,114399,6800,0.0
14958,150000,2,1,2,24,0,3169,10885,-1.0
14959,360000,1,2,2,48,0,148903,12500,0.0
14960,20000,1,2,2,28,0,72758,4467,0.0
14961,170000,2,2,2,32,0,396352,13844,0.0
14962,30000,1,3,2,42,0,176976,8635,0.0
14963,80000,2,2,1,29,0,230752,17196,0.0
14964,110000,2,2,2,25,0,574092,23100,0.0
14965,140000,1,2,2,25,0,6532,11760,-1.0
14966,50000,1,2,2,34,0,144530,4000,-1.0
14967,120000,2,2,1,34,0,510323,18522,0.0
14968,10000,1,3,2,22,0,66904,5012,0.0
14969,20000,2,1,1,43,0,9235,6527,-1.0
14970,180000,2,1,2,31,1,14525,5063,-1.0
14971,240000,2,2,2,24,0,241972,47187,-0.0
14972,120000,1,2,1,30,1,48909,6177,0.0
14973,150000,2,1,2,28,0,12674,1770,1.0
14974,30000,1,3,1,55,1,14370,0,5.0
14975,80000,1,1,2,31,0,289512,75662,-0.0
14976,50000,1,1,1,28,1,4545,0,-1.0
14977,30000,2,3,1,58,1,168325,7703,2.0
14978,200000,1,1,1,29,0,24583,17511,-1.0
14979,480000,2,2,2,31,1,10554,10554,-1.0
14980,50000,1,2,2,55,1,110800,5333,0.0
14981,30000,1,2,1,23,1,176580,5900,2.0
14982,300000,2,1,2,31,1,10184,2673,-1.0
14983,500000,2,2,1,36,0,50485,24516,-0.0
14984,350000,1,1,2,30,0,79501,46841,-1.0
14985,150000,1,1,1,41,0,21754,14979,-2.0
14986,30000,1,2,1,46,0,42667,2615,-1.0
14987,20000,2,1,2,25,0,105412,8002,0.0
14988,380000,2,2,2,41,0,1478635,115269,0.0
14989,70000,2,1,1,42,1,262174,12870,0.0
14990,300000,2,2,1,40,0,9569,10662,-1.0
14991,160000,1,3,2,27,1,355053,241348,0.0
14992,230000,2,2,2,32,0,9596,9381,-0.0
14993,260000,1,1,1,51,0,5654,6749,-0.0
14994,360000,1,2,1,37,0,606843,104507,-2.0
14995,50000,2,2,2,26,0,119248,23030,-0.0
14996,20000,1,2,2,24,0,4048,3068,-2.0
14997,140000,2,2,2,29,0,353196,12874,0.0
14998,50000,1,2,2,24,0,209890,53044,-0.0
14999,50000,1,3,2,27,0,278304,12400,0.0
15000,50000,1,2,2,28,0,249711,10354,0.0
15001,50000,2,1,2,22,1,90760,13175,-1.0
15002,80000,2,1,2,24,0,409622,21317,-0.0
15003,90000,2,2,1,28,0,140062,7308,0.0
15004,50000,2,2,1,27,0,2930,10182,-1.0
15005,270000,2,2,1,32,0,692236,30995,0.0
15006,60000,2,2,2,34,0,274026,7301,0.0
15007,240000,2,2,1,35,0,5642,4283,-2.0
15008,240000,1,1,2,36,0,657334,171500,0.0
15009,30000,1,3,1,43,1,136176,5701,2.0
15010,50000,1,2,2,42,0,233958,7180,0.0
15011,370000,1,2,2,33,0,471780,23403,0.0
15012,50000,1,2,1,34,0,252344,10397,0.0
15013,130000,1,2,2,35,0,36416,12518,-0.0
15014,20000,1,2,2,40,0,99364,2003,2.0
15015,410000,1,2,2,39,0,1791770,88054,0.0
15016,50000,1,1,1,47,0,308782,13436,0.0
15017,30000,1,1,2,42,0,183506,6750,1.0
15018,20000,1,2,1,44,0,72046,11000,0.0
15019,50000,1,1,1,41,0,234697,15000,1.0
15020,360000,1,1,1,36,0,15879,19635,-2.0
15021,70000,1,2,2,45,0,67600,4550,2.0
15022,160000,1,3,2,38,0,286152,13940,0.0
15023,20000,1,2,2,38,0,120480,8708,0.0
15024,110000,1,2,1,39,0,258136,20007,0.0
15025,50000,1,2,1,45,0,113647,8000,0.0
15026,80000,1,2,1,32,0,310624,13061,0.0
15027,150000,1,1,1,31,0,20292,43761,-1.0
15028,290000,1,2,2,42,0,389080,18752,0.0
15029,340000,1,3,1,48,0,245435,70579,0.0
15030,110000,1,3,1,43,0,509743,22543,0.0
15031,150000,1,1,1,46,1,595227,124706,2.0
15032,280000,1,2,1,38,0,12985,11190,-2.0
15033,20000,1,2,1,46,1,45441,5530,1.0
15034,180000,1,2,1,36,1,710309,25000,2.0
15035,50000,1,1,2,39,1,207472,23000,0.0
15036,200000,1,1,1,38,1,0,0,-2.0
15037,280000,1,2,2,35,0,21023,21441,-2.0
15038,100000,1,1,1,35,0,451433,27000,1.0
15039,50000,1,2,2,33,0,47119,17008,0.0
15040,210000,1,1,1,38,0,166410,6860,-1.0
15041,280000,1,2,1,33,0,184021,102292,-0.0
15042,350000,1,1,1,39,0,13655,12862,-2.0
15043,230000,1,3,2,39,0,6556,4832,-0.0
15044,100000,1,1,2,40,0,509954,16484,0.0
15045,390000,1,1,1,35,0,245423,43024,0.0
15046,210000,1,2,1,40,0,3180,0,-2.0
15047,50000,1,3,2,47,0,171219,8404,0.0
15048,50000,1,3,1,44,0,103705,5742,0.0
15049,340000,1,1,1,42,0,43076,41298,-0.0
15050,300000,1,2,2,38,0,22235,9000,0.0
15051,150000,1,3,1,37,0,40032,32730,-1.0
15052,200000,1,1,3,45,0,468885,23789,0.0
15053,350000,1,1,2,34,1,941713,99054,1.0
15054,20000,1,2,2,34,0,105404,7100,0.0
15055,470000,1,2,1,35,1,1071809,46500,0.0
15056,200000,1,1,1,39,1,853153,41000,0.0
15057,20000,1,3,2,40,0,57554,4200,1.0
15058,230000,1,1,1,37,0,1393,3518,-2.0
15059,200000,1,2,2,33,1,638536,108300,0.0
15060,70000,1,3,1,34,0,371793,17004,0.0
15061,20000,1,3,1,38,1,60353,4075,-0.0
15062,10000,1,2,2,34,0,56378,6557,0.0
15063,100000,1,3,2,35,1,426101,17600,2.0
15064,130000,1,3,1,39,0,13127,12839,-1.0
15065,240000,1,1,1,46,0,26234,188529,-2.0
15066,590000,1,1,2,33,0,318462,200220,-0.0
15067,420000,1,1,2,39,0,2191446,79297,0.0
15068,360000,1,2,1,34,0,25866,20513,-1.0
15069,280000,1,1,1,35,0,990650,393184,0.0
15070,400000,1,1,1,35,0,48838,52410,-2.0
15071,10000,1,2,1,35,0,52487,5662,0.0
15072,110000,1,2,1,35,1,535824,18418,0.0
15073,220000,1,1,2,47,0,7139,20699,-0.0
15074,130000,1,2,1,46,0,584005,35000,0.0
15075,50000,1,2,2,33,0,183591,13120,0.0
15076,520000,1,1,2,34,0,1057107,37194,0.0
15077,30000,1,2,2,47,1,102069,6288,1.0
15078,50000,1,6,1,45,0,104998,5651,-0.0
15079,260000,1,2,1,32,0,131365,84591,-0.0
15080,210000,1,2,1,44,0,319,474,-2.0
15081,500000,1,1,2,38,0,1476101,545331,-0.0
15082,120000,1,1,1,33,0,699679,27500,0.0
15083,110000,1,2,2,32,0,551895,24394,0.0
15084,420000,1,1,2,32,0,62967,61561,-2.0
15085,80000,1,3,1,41,1,299549,23107,-0.0
15086,300000,1,2,1,41,0,121589,21855,-0.0
15087,260000,1,1,2,35,1,898864,42659,1.0
15088,500000,1,1,1,42,0,0,0,-2.0
15089,20000,1,2,1,37,0,55855,2441,1.0
15090,160000,1,1,2,36,0,784445,24701,0.0
15091,290000,1,1,2,34,0,0,0,-2.0
15092,360000,1,1,1,32,0,778439,33218,0.0
15093,200000,1,4,1,35,0,53882,30885,-1.0
15094,180000,1,1,2,41,0,225899,11037,0.0
15095,100000,1,1,2,35,1,86795,44533,0.0
15096,500000,1,1,3,38,1,1523,0,-2.0
15097,50000,1,2,1,38,0,66752,7591,0.0
15098,290000,1,1,2,36,0,938515,31503,0.0
15099,270000,1,1,2,32,0,0,0,-2.0
15100,250000,1,1,2,33,0,27370,28402,-2.0
15101,80000,1,3,1,45,1,436040,12015,0.0
15102,360000,1,1,1,35,0,15326,15895,-1.0
15103,50000,1,1,2,40,0,165353,8417,0.0
15104,420000,1,1,2,35,0,865983,56000,0.0
15105,180000,1,1,1,39,0,1177376,303005,-0.0
15106,180000,1,1,2,36,0,35384,36084,-2.0
15107,220000,1,1,1,45,0,22574,19539,-1.0
